scenario,timestep,iter,species,kp_nb
46,6,1,RASY,1016
41,11,7,RASY,643
45,9,9,MAAM,1198
45,7,8,URAM,1106
40,8,2,BLBR,1044
43,10,2,PLCI,725
46,11,2,BLBR,1013
50,9,10,MAAM,1195
50,4,2,PLCI,1043
51,8,4,BLBR,904
41,10,6,MAAM,1084
44,7,10,MAAM,1269
43,4,1,URAM,944
41,9,7,MAAM,1101
40,10,2,URAM,1157
48,4,6,RASY,959
41,6,4,PLCI,900
51,6,10,URAM,920
52,7,6,URAM,889
50,7,6,BLBR,985
44,4,9,PLCI,1088
50,7,4,RASY,839
44,3,6,BLBR,1220
50,3,2,BLBR,1144
50,9,4,RASY,804
37,2,8,BLBR,1151
45,11,5,RASY,967
48,9,4,RASY,759
52,9,8,MAAM,1140
40,5,1,MAAM,1222
43,3,4,URAM,996
48,2,1,PLCI,1134
43,11,10,URAM,741
40,10,1,BLBR,960
49,10,7,PLCI,749
49,10,9,URAM,779
50,5,9,PLCI,1027
41,9,1,RASY,737
42,5,3,PLCI,916
48,11,10,RASY,710
45,5,3,BLBR,1135
42,9,7,PLCI,752
39,9,5,BLBR,998
52,7,9,MAAM,1190
39,3,5,PLCI,1089
48,7,10,URAM,827
45,11,8,PLCI,992
45,3,1,MAAM,1292
49,5,6,RASY,880
50,5,1,URAM,942
41,3,10,BLBR,1155
43,8,6,MAAM,1076
39,7,6,RASY,1009
41,5,1,MAAM,1197
38,5,9,RASY,977
39,9,3,PLCI,965
45,4,5,BLBR,1191
38,11,1,URAM,1154
44,4,1,RASY,1049
50,3,7,PLCI,1058
46,2,1,PLCI,1134
48,8,8,BLBR,881
44,8,3,URAM,1121
51,10,7,RASY,759
41,8,7,URAM,818
46,3,2,URAM,1074
47,9,10,MAAM,1133
50,5,7,MAAM,1284
45,6,10,MAAM,1255
49,4,10,MAAM,1242
52,9,10,PLCI,831
47,3,1,PLCI,1067
38,4,9,MAAM,1284
46,3,4,URAM,1077
45,7,3,BLBR,1122
50,5,7,BLBR,1053
45,2,5,URAM,1078
43,11,3,URAM,719
41,9,2,BLBR,831
46,10,7,PLCI,998
42,5,9,RASY,892
51,11,1,PLCI,738
38,10,2,PLCI,980
38,5,2,PLCI,1105
39,7,7,PLCI,1023
43,2,3,MAAM,1325
44,9,8,MAAM,1224
41,4,10,PLCI,999
47,11,6,URAM,743
38,9,3,BLBR,1051
44,4,10,URAM,1078
42,5,10,RASY,880
39,9,3,URAM,1143
41,3,3,BLBR,1162
40,8,6,PLCI,1004
52,4,3,MAAM,1246
42,2,3,PLCI,1134
40,5,4,BLBR,1154
49,7,9,BLBR,936
45,7,7,PLCI,1058
49,6,3,RASY,850
45,8,5,PLCI,1002
45,4,1,URAM,1073
38,5,6,MAAM,1286
51,11,8,BLBR,756
47,8,5,BLBR,894
48,8,1,MAAM,1130
42,7,10,URAM,821
43,10,6,PLCI,715
43,6,3,MAAM,1165
46,8,6,PLCI,1030
50,2,3,PLCI,1134
38,5,1,PLCI,1082
39,5,4,BLBR,1142
38,4,5,BLBR,1207
43,4,4,BLBR,1076
42,5,5,PLCI,929
39,4,5,PLCI,1052
52,7,4,MAAM,1136
45,2,4,RASY,1077
43,2,4,PLCI,1134
39,8,1,MAAM,1149
45,3,5,PLCI,1111
44,6,9,RASY,1008
46,4,1,MAAM,1279
40,8,9,PLCI,981
47,9,4,MAAM,1165
48,3,6,PLCI,1064
45,3,10,URAM,1058
51,10,8,PLCI,769
50,3,7,URAM,962
51,9,1,PLCI,837
48,10,5,MAAM,1065
51,3,7,MAAM,1292
51,6,7,PLCI,941
40,7,10,RASY,962
40,6,4,URAM,1099
49,2,7,BLBR,1218
52,11,3,URAM,758
39,5,4,URAM,1068
43,4,9,MAAM,1263
38,9,2,MAAM,1132
44,10,6,RASY,967
49,9,2,RASY,785
40,7,6,RASY,972
51,9,3,RASY,803
49,5,7,BLBR,1054
43,3,6,MAAM,1258
46,6,6,BLBR,1161
50,8,4,MAAM,1174
45,10,7,RASY,988
47,9,7,RASY,756
49,5,7,RASY,881
41,3,2,URAM,987
43,4,4,MAAM,1217
49,5,8,RASY,874
37,1,5,PLCI,1121
38,2,8,URAM,1078
38,7,3,URAM,1117
45,8,6,URAM,1131
48,5,9,RASY,887
47,3,4,PLCI,1063
42,3,10,URAM,1000
39,5,9,RASY,1021
46,5,6,BLBR,1168
47,10,10,PLCI,782
46,6,6,PLCI,1086
50,9,10,URAM,872
39,9,8,MAAM,1140
43,6,10,MAAM,1141
39,8,3,URAM,1120
50,5,2,BLBR,1065
50,9,7,MAAM,1175
50,2,5,MAAM,1325
39,10,8,RASY,957
38,4,9,PLCI,1096
51,5,6,RASY,929
52,2,1,PLCI,1134
48,10,9,BLBR,769
41,3,8,RASY,1008
47,5,4,MAAM,1218
52,11,7,PLCI,764
42,6,9,PLCI,872
41,9,3,URAM,753
39,6,8,PLCI,1049
39,3,4,MAAM,1280
48,11,10,MAAM,1021
42,7,9,MAAM,1100
45,2,7,MAAM,1325
47,2,2,URAM,1078
44,10,3,MAAM,1224
50,10,10,RASY,768
49,5,4,URAM,901
38,7,8,PLCI,1052
39,4,3,RASY,1029
44,3,5,MAAM,1317
52,11,9,RASY,706
44,6,6,RASY,1003
50,3,1,RASY,1004
46,10,10,URAM,1119
43,7,1,URAM,832
45,10,4,URAM,1114
49,7,2,RASY,846
51,3,4,BLBR,1170
39,5,4,PLCI,1070
52,7,1,PLCI,942
40,3,8,BLBR,1203
49,10,10,MAAM,1107
52,5,2,PLCI,995
51,2,5,PLCI,1134
48,8,10,RASY,810
45,4,3,PLCI,1091
40,5,4,MAAM,1236
44,3,9,URAM,1069
50,4,8,RASY,968
51,4,3,URAM,969
50,11,5,BLBR,790
47,6,7,PLCI,911
49,6,4,URAM,869
41,10,7,PLCI,741
38,6,6,URAM,1106
47,10,6,RASY,734
51,7,7,PLCI,917
52,10,6,RASY,753
39,6,8,BLBR,1105
40,7,6,MAAM,1209
46,3,10,URAM,1076
39,2,1,MAAM,1325
46,7,10,URAM,1132
52,2,9,URAM,1078
48,3,5,MAAM,1287
41,4,8,RASY,917
38,2,1,URAM,1078
40,3,9,RASY,1070
38,11,2,BLBR,1014
48,10,8,URAM,802
40,10,4,PLCI,964
45,10,8,BLBR,1049
37,0,6,RASY,975
47,5,3,MAAM,1240
38,2,3,PLCI,1134
41,10,6,URAM,799
45,10,7,BLBR,1013
48,7,3,RASY,843
52,10,7,URAM,797
49,2,5,URAM,1078
48,2,4,RASY,1077
44,8,4,MAAM,1265
45,7,9,MAAM,1195
43,6,2,BLBR,935
48,9,2,URAM,790
51,2,10,RASY,1077
49,11,8,RASY,701
37,2,5,URAM,977
42,5,3,BLBR,1011
42,4,4,MAAM,1211
47,8,4,PLCI,849
43,5,9,RASY,876
48,11,3,MAAM,1070
38,2,10,MAAM,1325
49,4,10,BLBR,1063
44,10,9,RASY,974
50,6,4,BLBR,1039
52,10,7,PLCI,799
51,6,4,URAM,895
52,3,2,MAAM,1299
47,7,9,RASY,800
47,10,3,MAAM,1135
51,5,4,RASY,940
47,8,4,RASY,791
50,4,7,RASY,940
45,7,10,PLCI,1039
45,7,5,BLBR,1102
52,10,1,MAAM,1100
46,6,2,MAAM,1226
45,11,2,BLBR,996
47,6,2,RASY,836
49,9,6,BLBR,797
41,6,3,PLCI,911
42,5,9,PLCI,948
44,9,2,RASY,996
51,6,3,BLBR,1003
42,10,7,BLBR,728
52,5,1,MAAM,1232
40,4,10,PLCI,1075
38,2,6,PLCI,1134
40,3,2,MAAM,1301
48,11,1,MAAM,1058
43,5,5,BLBR,1019
46,4,2,BLBR,1173
51,6,10,RASY,925
38,3,4,BLBR,1208
40,2,5,PLCI,1134
42,8,5,MAAM,1083
49,10,2,MAAM,1092
49,4,1,PLCI,979
49,7,7,PLCI,863
38,7,7,URAM,1074
51,4,7,BLBR,1100
46,2,3,MAAM,1325
42,9,2,RASY,744
49,4,8,MAAM,1283
38,4,10,BLBR,1172
37,1,3,PLCI,1121
49,9,1,BLBR,830
45,10,9,RASY,963
43,9,7,PLCI,757
44,3,1,URAM,1075
41,2,4,URAM,1078
45,7,8,RASY,1038
45,10,6,MAAM,1161
52,2,6,PLCI,1134
47,6,3,RASY,841
42,11,5,BLBR,701
45,7,7,MAAM,1221
41,7,10,PLCI,837
51,6,2,URAM,876
39,9,7,MAAM,1148
44,11,1,PLCI,990
52,6,9,MAAM,1193
41,5,4,URAM,885
48,6,3,MAAM,1180
41,2,9,PLCI,1134
39,3,8,PLCI,1109
49,9,9,BLBR,810
48,9,4,MAAM,1092
37,1,7,BLBR,1182
52,8,7,PLCI,876
49,7,7,MAAM,1129
38,7,6,BLBR,1118
44,6,7,BLBR,1174
45,8,6,MAAM,1191
45,10,10,BLBR,1031
51,2,4,URAM,1078
45,2,5,RASY,1077
51,2,3,RASY,1077
45,8,10,MAAM,1204
52,2,2,BLBR,1218
46,5,4,MAAM,1239
38,6,8,MAAM,1225
48,10,5,PLCI,720
52,11,5,BLBR,801
40,2,3,URAM,1078
44,3,9,PLCI,1123
44,5,8,MAAM,1292
46,9,3,PLCI,1027
44,6,6,PLCI,1080
37,1,10,PLCI,1122
51,9,8,PLCI,839
48,4,7,URAM,927
39,2,6,MAAM,1325
46,3,6,MAAM,1307
47,9,10,PLCI,830
49,2,4,URAM,1078
37,0,2,BLBR,1158
46,10,1,MAAM,1161
52,7,1,MAAM,1197
51,9,8,BLBR,857
48,10,10,URAM,764
45,7,9,RASY,1029
43,11,4,URAM,701
39,2,4,BLBR,1218
44,6,5,RASY,1023
49,3,6,PLCI,1018
41,4,10,RASY,938
41,7,7,MAAM,1153
50,9,2,RASY,773
40,8,7,MAAM,1126
41,10,9,BLBR,784
39,3,3,URAM,1084
44,8,5,MAAM,1226
46,8,3,BLBR,1089
44,9,9,MAAM,1203
49,3,6,URAM,982
42,8,5,BLBR,840
42,2,1,PLCI,1134
43,4,2,BLBR,1052
45,9,9,URAM,1099
38,9,5,PLCI,983
49,8,5,URAM,813
51,9,6,URAM,865
51,5,2,BLBR,1028
47,11,9,BLBR,848
48,6,2,PLCI,901
44,11,6,URAM,1081
40,4,8,PLCI,1102
45,10,3,RASY,977
41,3,10,RASY,995
50,11,1,BLBR,831
43,2,2,PLCI,1134
47,6,10,BLBR,999
37,1,1,BLBR,1167
42,11,7,BLBR,676
41,6,7,RASY,824
46,10,3,URAM,1124
46,6,9,PLCI,1076
46,3,10,MAAM,1307
46,8,1,PLCI,1027
42,7,3,URAM,835
44,9,1,RASY,1018
51,5,3,PLCI,989
48,2,8,BLBR,1218
41,9,8,MAAM,1056
51,5,2,URAM,935
46,10,4,BLBR,1039
48,4,3,URAM,952
39,3,4,BLBR,1199
43,6,7,MAAM,1123
37,1,3,URAM,1004
41,8,9,BLBR,874
39,5,7,URAM,1055
42,3,7,URAM,1030
48,10,9,URAM,765
48,2,10,BLBR,1218
40,5,3,URAM,1088
43,4,4,URAM,920
49,5,6,MAAM,1214
37,2,2,BLBR,1148
44,10,10,PLCI,1013
51,4,9,PLCI,1041
49,4,8,RASY,918
52,3,7,MAAM,1302
44,10,9,PLCI,1008
39,6,1,URAM,1093
44,10,1,BLBR,1075
44,10,3,URAM,1119
47,7,8,BLBR,992
46,10,9,URAM,1115
46,8,7,URAM,1121
44,9,4,URAM,1109
51,3,6,URAM,993
40,8,2,RASY,993
44,8,3,RASY,1005
51,9,10,BLBR,859
49,7,7,URAM,807
48,4,7,MAAM,1270
41,2,6,PLCI,1134
47,3,7,PLCI,1075
48,9,7,MAAM,1082
49,4,4,BLBR,1109
48,9,3,MAAM,1130
45,5,5,BLBR,1181
48,10,7,URAM,776
41,8,6,MAAM,1110
51,9,8,RASY,802
44,6,5,PLCI,1104
38,7,2,RASY,979
48,5,9,URAM,884
41,6,2,BLBR,987
42,3,10,RASY,998
46,2,2,PLCI,1134
49,8,3,MAAM,1130
40,7,9,PLCI,986
50,6,8,MAAM,1247
41,7,8,PLCI,800
41,4,6,RASY,938
43,7,9,RASY,796
38,8,5,RASY,976
37,1,2,PLCI,1097
49,5,3,MAAM,1207
52,9,2,BLBR,837
48,8,9,PLCI,798
50,5,10,URAM,899
49,5,1,PLCI,940
49,9,1,URAM,804
38,5,7,PLCI,1114
41,7,6,BLBR,938
48,7,8,PLCI,869
43,10,2,MAAM,963
44,4,3,PLCI,1105
42,6,4,URAM,833
43,8,5,BLBR,805
38,4,2,BLBR,1216
39,2,5,URAM,1078
49,6,6,URAM,888
49,5,5,BLBR,1043
50,6,6,URAM,888
48,4,9,PLCI,942
52,9,5,URAM,830
40,3,1,PLCI,1106
43,10,4,BLBR,742
40,7,8,MAAM,1122
48,4,10,BLBR,1088
42,9,3,MAAM,1028
41,4,4,MAAM,1262
43,6,4,BLBR,916
47,3,8,URAM,1004
44,10,4,URAM,1108
50,10,5,RASY,719
44,9,5,RASY,996
48,9,2,PLCI,788
39,6,5,URAM,1083
48,9,7,PLCI,767
40,7,8,PLCI,1009
41,3,9,MAAM,1305
45,10,5,RASY,978
50,11,5,URAM,751
39,8,7,URAM,1126
45,7,8,MAAM,1239
52,4,1,RASY,966
45,3,9,RASY,1049
51,6,8,MAAM,1237
50,9,1,BLBR,909
44,5,10,BLBR,1193
42,2,2,PLCI,1134
41,11,4,MAAM,1044
43,6,3,PLCI,858
47,6,9,BLBR,995
46,3,7,RASY,1057
45,9,5,PLCI,1017
42,11,4,URAM,711
43,2,5,PLCI,1134
43,4,10,RASY,911
43,4,3,RASY,913
42,10,10,MAAM,986
52,6,9,BLBR,990
44,2,8,BLBR,1218
40,8,7,URAM,1119
43,11,10,RASY,656
42,10,6,RASY,682
51,9,9,PLCI,845
51,3,2,URAM,980
44,3,1,MAAM,1284
43,4,3,MAAM,1241
42,7,4,MAAM,1102
44,10,7,PLCI,1010
50,7,4,BLBR,991
42,11,9,BLBR,681
49,8,5,MAAM,1129
43,3,5,PLCI,1040
47,10,5,BLBR,850
52,10,1,RASY,744
44,10,8,BLBR,1058
50,8,8,URAM,858
48,5,4,PLCI,953
37,0,10,BLBR,1158
52,4,4,BLBR,1093
38,2,6,MAAM,1325
49,8,8,BLBR,865
39,9,8,URAM,1137
47,11,10,BLBR,814
50,3,1,URAM,993
39,3,10,MAAM,1298
42,2,8,URAM,1078
50,5,5,MAAM,1247
42,4,3,PLCI,979
51,5,7,MAAM,1207
42,9,9,PLCI,784
45,6,5,BLBR,1150
47,9,3,BLBR,912
49,6,4,MAAM,1228
38,5,10,PLCI,1080
46,4,8,RASY,1062
43,4,3,PLCI,987
46,2,3,PLCI,1134
43,10,9,BLBR,723
40,7,3,PLCI,983
47,6,4,MAAM,1195
39,3,10,RASY,1043
44,5,7,RASY,1028
38,7,6,RASY,996
50,6,5,PLCI,938
38,8,3,PLCI,1014
52,6,1,RASY,910
42,11,3,RASY,650
39,3,7,RASY,1039
47,2,4,MAAM,1325
41,4,2,URAM,924
44,4,5,BLBR,1227
52,8,1,BLBR,902
49,2,3,RASY,1077
45,2,2,RASY,1077
44,7,4,BLBR,1168
43,8,1,PLCI,771
38,10,10,PLCI,979
42,5,4,RASY,845
51,4,10,PLCI,1017
49,3,5,RASY,959
45,9,2,URAM,1091
47,10,7,MAAM,1157
51,2,1,PLCI,1134
43,9,5,BLBR,755
48,4,3,RASY,974
38,3,2,URAM,1077
43,5,8,MAAM,1201
42,10,5,RASY,686
52,10,2,MAAM,1126
40,9,7,PLCI,961
42,3,1,MAAM,1283
37,1,8,BLBR,1179
51,7,8,RASY,870
41,5,5,MAAM,1172
51,8,4,PLCI,866
48,8,9,RASY,786
45,4,9,MAAM,1234
43,11,1,MAAM,951
49,9,9,PLCI,778
49,9,4,MAAM,1079
49,11,6,RASY,714
46,9,1,BLBR,1044
48,5,3,URAM,954
38,6,3,RASY,1015
47,6,3,URAM,853
43,11,3,MAAM,958
49,4,1,BLBR,1085
38,3,5,MAAM,1287
39,7,1,RASY,989
52,8,7,URAM,894
43,4,4,RASY,916
41,11,5,URAM,745
40,10,9,BLBR,983
51,8,1,RASY,824
47,9,7,MAAM,1142
50,6,4,MAAM,1233
47,8,5,PLCI,828
41,5,1,URAM,923
45,9,2,RASY,1011
46,11,10,PLCI,962
49,6,10,PLCI,881
48,2,3,MAAM,1325
39,10,6,BLBR,1014
50,10,6,URAM,760
46,7,8,MAAM,1235
38,11,3,PLCI,962
40,6,9,PLCI,1028
46,4,2,URAM,1062
52,10,1,BLBR,815
45,6,3,RASY,1041
48,10,7,BLBR,766
49,3,4,RASY,982
44,6,3,MAAM,1273
41,6,4,MAAM,1179
47,8,1,PLCI,870
49,5,10,PLCI,918
51,9,7,BLBR,904
41,9,3,BLBR,856
47,7,10,URAM,872
42,7,10,PLCI,813
40,6,7,RASY,987
42,11,3,MAAM,954
46,11,7,RASY,958
41,8,10,BLBR,891
49,4,6,BLBR,1068
48,3,5,URAM,995
44,2,2,PLCI,1134
46,9,5,RASY,1016
43,9,10,RASY,725
38,3,3,PLCI,1103
52,7,4,PLCI,885
51,7,9,RASY,841
49,5,6,BLBR,1008
47,4,3,PLCI,1010
38,6,5,RASY,1000
51,3,9,BLBR,1146
46,6,1,PLCI,1057
45,6,1,URAM,1119
50,2,2,BLBR,1218
41,4,5,MAAM,1213
41,10,1,RASY,712
51,2,7,URAM,1078
43,8,9,PLCI,767
51,9,1,URAM,832
44,7,10,RASY,1012
44,2,10,PLCI,1134
41,2,2,PLCI,1134
40,11,6,URAM,1188
44,3,2,PLCI,1116
39,5,9,URAM,1047
45,6,2,MAAM,1275
39,9,1,URAM,1117
39,9,2,MAAM,1130
50,10,7,BLBR,886
42,8,1,RASY,740
40,7,3,RASY,977
49,3,7,PLCI,1032
43,7,9,URAM,825
39,8,10,RASY,964
39,7,3,RASY,1009
48,11,2,RASY,691
44,9,2,PLCI,1020
49,4,7,MAAM,1274
43,9,7,MAAM,1004
43,5,7,BLBR,957
47,2,9,URAM,1078
48,7,3,MAAM,1149
45,5,10,BLBR,1152
50,11,9,RASY,696
51,10,4,URAM,793
40,9,8,MAAM,1086
48,8,5,BLBR,842
41,7,1,RASY,823
39,5,6,URAM,1067
44,4,2,MAAM,1293
51,10,5,PLCI,789
42,3,2,RASY,991
38,4,3,URAM,1085
38,11,6,URAM,1171
47,2,10,URAM,1078
42,2,9,URAM,1078
44,7,1,MAAM,1231
45,5,5,RASY,1011
47,8,2,URAM,832
46,7,6,URAM,1107
52,5,1,BLBR,1020
43,3,4,MAAM,1279
44,2,1,RASY,1077
47,5,10,MAAM,1232
42,6,1,RASY,806
48,2,2,BLBR,1218
39,8,6,URAM,1159
49,6,2,RASY,849
46,5,10,PLCI,1069
45,8,9,PLCI,1021
52,7,8,RASY,861
48,8,1,RASY,781
43,2,8,PLCI,1134
39,8,9,MAAM,1163
42,9,10,URAM,758
45,10,3,URAM,1149
43,8,5,RASY,745
51,11,2,BLBR,783
49,10,4,PLCI,746
52,10,2,URAM,783
41,4,1,MAAM,1238
52,2,8,BLBR,1218
48,3,3,URAM,984
50,9,9,PLCI,826
50,7,3,BLBR,997
44,8,8,BLBR,1118
49,10,7,MAAM,1082
42,8,6,MAAM,1072
52,5,9,BLBR,1018
43,2,4,RASY,1077
41,8,8,PLCI,770
38,5,3,URAM,1088
46,10,10,MAAM,1141
45,7,6,BLBR,1102
46,5,4,PLCI,1051
41,4,7,BLBR,1065
42,11,8,RASY,668
42,9,5,PLCI,758
47,7,10,PLCI,910
39,4,9,RASY,1053
47,7,7,MAAM,1184
40,7,10,PLCI,984
50,5,2,MAAM,1260
41,6,9,URAM,833
42,4,9,MAAM,1232
48,4,2,URAM,931
47,9,6,RASY,777
49,5,10,URAM,905
46,2,10,PLCI,1134
41,3,7,RASY,963
43,6,6,URAM,845
40,2,8,MAAM,1325
45,2,7,URAM,1078
41,2,6,BLBR,1218
40,2,5,URAM,1078
40,2,6,PLCI,1134
40,9,5,PLCI,971
50,7,2,PLCI,914
46,11,5,URAM,1100
50,11,3,PLCI,742
45,4,9,URAM,1062
38,7,1,URAM,1114
46,6,5,MAAM,1248
41,11,6,BLBR,804
48,7,5,PLCI,828
47,8,6,PLCI,852
43,3,6,PLCI,1036
50,5,1,MAAM,1279
45,2,9,MAAM,1325
46,8,8,RASY,1003
46,6,8,PLCI,1057
41,3,7,MAAM,1299
52,7,6,PLCI,916
41,2,9,BLBR,1218
49,11,7,RASY,694
39,7,2,RASY,986
44,2,5,PLCI,1134
41,6,2,URAM,849
52,9,1,RASY,802
50,6,2,MAAM,1245
51,10,7,PLCI,796
39,3,9,MAAM,1302
40,2,1,RASY,1077
52,11,8,MAAM,1091
41,6,1,BLBR,970
42,9,2,PLCI,784
51,5,9,BLBR,1028
42,9,10,MAAM,1029
40,4,1,MAAM,1270
50,2,6,RASY,1077
38,8,10,BLBR,1046
43,7,1,PLCI,814
51,9,4,PLCI,840
46,3,3,MAAM,1280
47,3,7,BLBR,1158
48,6,7,MAAM,1193
43,7,5,RASY,768
47,8,1,RASY,786
39,6,3,URAM,1102
46,4,3,RASY,1023
40,2,8,PLCI,1134
41,8,4,PLCI,828
48,5,5,URAM,893
47,10,8,BLBR,844
46,10,1,RASY,953
47,9,6,URAM,812
46,3,1,MAAM,1302
49,8,7,RASY,802
40,10,2,PLCI,948
44,3,5,RASY,1054
49,11,3,BLBR,751
42,7,9,BLBR,872
40,5,2,RASY,1011
39,8,5,BLBR,996
45,8,1,BLBR,1078
38,11,9,MAAM,1098
44,9,8,PLCI,1011
49,7,9,URAM,846
44,3,7,URAM,1059
49,7,10,BLBR,933
50,2,9,URAM,1078
44,4,8,PLCI,1114
39,11,9,URAM,1138
42,2,10,URAM,1078
42,3,8,RASY,965
40,7,5,PLCI,1028
41,9,10,BLBR,810
50,3,1,PLCI,1091
41,5,4,RASY,869
39,5,7,MAAM,1251
40,11,1,URAM,1141
39,10,8,BLBR,971
41,6,7,BLBR,983
38,10,3,BLBR,1025
47,7,7,PLCI,848
44,7,1,BLBR,1162
49,9,5,BLBR,832
48,3,4,BLBR,1158
41,2,5,PLCI,1134
39,4,6,PLCI,1077
50,4,5,BLBR,1112
51,2,3,PLCI,1134
40,11,3,PLCI,923
45,4,4,URAM,1099
49,8,9,RASY,792
42,3,4,PLCI,1058
44,8,6,URAM,1111
45,8,2,PLCI,1033
40,3,10,PLCI,1130
47,4,1,PLCI,1007
52,8,10,URAM,864
45,2,6,PLCI,1134
46,10,5,MAAM,1148
46,4,3,BLBR,1154
39,6,2,BLBR,1110
38,9,6,PLCI,987
50,11,6,BLBR,785
45,10,6,URAM,1121
51,10,3,BLBR,841
43,6,6,BLBR,904
49,2,6,MAAM,1325
49,9,9,URAM,797
39,7,9,PLCI,1035
38,10,7,PLCI,983
48,5,1,RASY,918
44,9,3,RASY,1005
39,7,10,URAM,1106
46,4,1,PLCI,1107
45,11,1,MAAM,1178
44,4,3,RASY,1042
42,8,9,BLBR,845
52,9,4,BLBR,852
52,11,9,BLBR,770
40,9,7,MAAM,1101
52,11,9,URAM,758
40,10,6,BLBR,984
40,6,4,PLCI,1043
42,4,5,RASY,939
46,10,6,URAM,1082
41,5,7,URAM,899
45,5,9,PLCI,1057
52,9,7,URAM,870
47,10,6,URAM,752
42,5,8,MAAM,1169
52,5,4,RASY,915
39,6,7,PLCI,1039
41,5,7,BLBR,1006
50,6,6,BLBR,1022
51,10,10,RASY,745
44,7,5,MAAM,1264
43,8,9,RASY,750
50,3,10,URAM,965
40,6,1,URAM,1076
48,9,10,RASY,771
43,10,5,MAAM,1000
42,8,10,URAM,788
52,11,2,PLCI,730
43,9,4,URAM,761
52,3,4,BLBR,1155
44,9,5,MAAM,1214
39,6,9,PLCI,1043
42,5,4,MAAM,1185
37,1,6,RASY,1013
42,11,10,BLBR,697
40,11,8,PLCI,930
47,10,10,URAM,785
41,5,9,RASY,857
52,10,9,PLCI,791
51,6,3,PLCI,977
38,8,4,PLCI,1014
43,2,2,MAAM,1325
40,11,1,RASY,910
38,9,10,MAAM,1173
38,2,4,URAM,1078
43,10,1,MAAM,952
38,2,4,PLCI,1134
44,9,2,BLBR,1097
44,7,3,BLBR,1137
39,3,6,BLBR,1185
50,8,4,RASY,818
50,2,2,URAM,1078
51,10,2,URAM,767
39,5,4,RASY,1009
47,2,4,PLCI,1134
47,9,7,BLBR,874
49,7,4,PLCI,863
49,11,7,MAAM,1035
43,2,4,MAAM,1325
43,8,1,RASY,733
45,11,2,MAAM,1185
52,6,6,RASY,877
51,3,7,RASY,977
50,3,1,MAAM,1295
51,7,1,URAM,875
50,7,8,MAAM,1216
45,6,9,URAM,1105
49,5,8,BLBR,1019
47,3,8,RASY,979
50,7,9,PLCI,911
48,11,7,PLCI,731
40,2,9,MAAM,1325
51,9,5,PLCI,838
47,2,10,RASY,1077
44,6,2,MAAM,1254
41,7,4,MAAM,1148
42,4,1,MAAM,1219
43,4,2,RASY,951
44,11,6,RASY,956
49,7,10,URAM,840
47,7,9,PLCI,858
44,9,9,URAM,1121
47,7,3,URAM,846
52,8,6,BLBR,938
41,8,6,RASY,789
46,10,1,PLCI,992
44,3,8,URAM,1049
44,3,10,MAAM,1310
51,9,9,URAM,830
43,8,1,BLBR,818
50,7,10,MAAM,1169
47,3,8,PLCI,1041
49,5,9,MAAM,1237
49,10,2,RASY,756
42,11,1,PLCI,687
50,6,10,MAAM,1230
50,10,1,RASY,759
47,10,4,PLCI,791
38,4,5,RASY,1053
43,2,3,PLCI,1134
49,11,10,PLCI,746
39,2,9,PLCI,1134
48,6,7,RASY,850
50,8,5,MAAM,1196
41,5,2,PLCI,924
50,7,6,URAM,878
44,10,1,MAAM,1192
39,3,8,MAAM,1294
50,11,10,RASY,716
46,2,7,BLBR,1218
38,5,5,URAM,1094
42,9,10,RASY,712
51,5,6,PLCI,986
44,7,5,URAM,1122
44,2,2,RASY,1077
49,6,5,PLCI,893
51,9,10,PLCI,844
43,7,2,PLCI,820
40,6,8,BLBR,1071
39,5,9,BLBR,1113
52,2,1,URAM,1078
51,4,4,BLBR,1100
38,7,3,PLCI,1056
43,4,7,URAM,916
40,9,1,MAAM,1075
43,8,5,PLCI,799
50,6,8,URAM,908
47,2,4,RASY,1077
37,2,7,BLBR,1183
47,2,2,RASY,1077
38,7,4,MAAM,1210
39,5,6,MAAM,1264
37,0,5,RASY,975
40,5,8,URAM,1096
45,2,6,RASY,1077
44,8,2,URAM,1126
41,4,7,URAM,955
38,3,4,PLCI,1111
44,2,3,BLBR,1218
43,3,7,PLCI,1018
47,6,2,MAAM,1199
48,4,2,MAAM,1243
44,8,8,MAAM,1244
49,3,9,BLBR,1149
42,10,4,RASY,658
43,2,3,URAM,1078
52,8,2,MAAM,1166
46,3,9,PLCI,1122
43,7,2,BLBR,886
46,9,6,MAAM,1183
52,10,10,URAM,796
38,4,6,MAAM,1304
51,4,9,URAM,957
50,10,3,BLBR,849
42,11,8,MAAM,983
38,7,6,MAAM,1190
45,2,6,URAM,1078
51,8,7,MAAM,1137
41,6,8,BLBR,966
42,8,2,BLBR,845
42,10,2,MAAM,963
38,10,1,BLBR,1073
48,4,5,MAAM,1232
38,6,7,MAAM,1241
45,7,1,BLBR,1105
52,4,7,RASY,955
42,10,2,BLBR,747
43,3,3,RASY,961
45,8,8,MAAM,1196
41,3,3,URAM,1024
50,3,10,BLBR,1165
40,5,2,BLBR,1146
42,4,9,BLBR,1122
50,2,2,PLCI,1134
40,8,10,PLCI,963
38,7,4,URAM,1078
41,5,7,PLCI,931
47,2,6,BLBR,1218
40,4,10,BLBR,1145
43,2,9,URAM,1078
39,10,1,MAAM,1069
50,5,7,URAM,908
50,4,2,RASY,967
43,10,5,BLBR,742
47,2,5,URAM,1078
39,11,8,RASY,940
47,9,1,MAAM,1173
47,10,7,RASY,717
